status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang,idioma
1244051646071611394,860252856829587457,2020-03-29T00:00:00Z,IMSS_SanLuis,"Ante cualquier enfermedad respiratoria, no te automediques. #PrevenciónCoronavirus #Coronavirus #COVID19 https://t.co/IgB2izYi1p",TweetDeck,,,,False,False,300,0,,,,1008,41,,2017-05-04T22:00:38Z,False,es,es
1244051645039706112,1125933654943895553,2020-03-29T00:00:00Z,intrac_ccs,"#ATENCIÓN En el Terminal Nuevo Circo se implementan medidas como el uso de la mascarilla por parte de usuari@s y conductores que hacen vida en dichas instalaciones, parte de los esfuerzos unificados para impedir la propagación del #Coronavirus
#28Marzo
@NicolasMaduro 
@ErikaPSUV https://t.co/yD8g0EAcQz",TweetDeck,,,,False,False,1030,1,,,,90,316,,2019-05-08T01:21:16Z,False,es,es
1244051646750928897,817072420947247104,2020-03-29T00:00:00Z,Tu_IMSS_Coah,"Si empezaste a trabajar, necesitas dar de alta a tus beneficiarios ante el #IMSS, ahora lo puedes hacer desde tu domicilio a través de internet y evita filas | #SanaDistancia
#QuédateEnCasa 
#Coronavirus
#COVID19 #MéxicoUnido          

https://t.co/zv3POwhVXe https://t.co/1VOKagjdOF",TweetDeck,,,,False,False,1827,0,,,,1549,170,,2017-01-05T18:17:00Z,False,es,es
1244051647032102914,788863557349670913,2020-03-29T00:00:00Z,Tabasco_IMSS,Una sociedad informada está mejor preparada ante el #Coronavirus #COVID19 ¡inscríbete! https://t.co/HhuRe1r7Wo,TweetDeck,,,,False,False,723,0,,,,868,125,,2016-10-19T22:05:03Z,False,es,es
1244051645710897155,132225222,2020-03-29T00:00:00Z,SSalud_mx,"¡#Infórmate! #ConferenciaDePrensa sobre el #Coronavirus #COVID19 a las 7 pm. Sigue la transmisión en nuestros perfiles de Facebook, Twitter y en https://t.co/BE7JBC7ARm. https://t.co/g84X9EEnEz",TweetDeck,,,,False,False,3954,49,,,,812318,212,,2010-04-12T16:53:45Z,True,es,es
1244051645039693824,1042498579909107712,2020-03-29T00:00:00Z,ContraReplicaMX,"A pesar de la contingencia sanitaria provocada por el #Covid19, el @SismologicoMX va a continuar con el monitoreo las 24 horas del día. https://t.co/HTzp4feAYz",TweetDeck,,,,False,False,5671,0,,,,13287,2559,,2018-09-19T19:40:04Z,False,es,es
1244051646469947399,121849420,2020-03-29T00:00:00Z,SSC_Pue,"Ya sea a pie, en vehículo y hasta por espacio aéreo, nos hemos dado dado la tarea de llevar personalmente las medidas de prevención ante #COVID19. 👮👮‍♀️

¡Seguimos en la batalla!, Súmate a esta causa y #QuédateEnCasa. 👨‍👩‍👧‍👦 https://t.co/SiwFj0u1vw",TweetDeck,,,,False,False,1726,3,,,,297013,223,,2010-03-10T20:04:51Z,False,es,es
1244051645098528768,1239901273002033155,2020-03-29T00:00:00Z,uri_911,"#VEN911Oficial | #28Mar Es muy importante que mantengas un hábito de medidas higiénicas pertinentes, para preservar tu salud y la de los que se encuentran a tu alrededor. #Covid19 https://t.co/qe2X3IlPON",TweetDeck,,,,False,False,441,0,,,,66,74,,2020-03-17T13:09:13Z,False,es,es
1244051646113443841,961689052977225729,2020-03-29T00:00:00Z,SecAytoPue,"¿Qué es el coronavirus🤔, y cuáles son sus principales factores de riesgo? ⚠

El doctor 🧑‍⚕️⚕ Josué Gutiérrez Tapia, director de Atención a la Salud del @SMDIFPue, nos comparte la siguiente información 👇

#COVID19 https://t.co/e5uVYeMbIX",TweetDeck,,,,False,False,312,0,,,,2251,788,,2018-02-08T19:51:52Z,False,es,es
1244051647329779713,34639484,2020-03-29T00:00:00Z,DiarioLibre,"| #Coronavirus | EEUU aprueba test de coronavirus que ofrece resultados en menos de 15 minutos

#DL #DiarioLibre #Actualidad #Internacional #EEUU #Salud #Covid19 https://t.co/df5V9fYv67",TweetDeck,,,,False,False,321,12,,,,1185042,23738,,2009-04-23T15:23:32Z,True,es,es
1244051646415425536,167391967,2020-03-29T00:00:00Z,lahoraecuador,"Debido a la emergencia sanitaria que vive el país, varias instituciones se unen para que los agricultores puedan vender sus productos

Te contamos: https://t.co/JlrsWI1dTJ #Ecuador #Covid19",TweetDeck,,,,False,False,2384,19,,,,534729,1696,,2010-07-16T13:33:27Z,False,es,es
1244051645165600768,2521940618,2020-03-29T00:00:00Z,ElSoldeSinaloa_,"#PorSiNoLoViste
Se diseñó una estrategia para que los alumnos de bachillerato no pierdan materias
@MartinDuran24
@uasoficialmx
#UAS #Casa #Clases #Coronavirus #Salud #Vacaciones #Covid19 
https://t.co/eTnB91QnqY",TweetDeck,,,,False,False,187,0,,,,2794,458,,2014-05-25T04:53:23Z,False,es,es
1244051645153116161,19563358,2020-03-29T00:00:00Z,techreview_es,"#LoMásLeídoMarzo | Esta 'app' del MIT te avisa de si te has cruzado con algún infectado de coronavirus

#coronavirus #COVID19 #Cuarentena #QuedateEnCasa 

https://t.co/ODku6Bzuzg",TweetDeck,,,,False,False,13589,12,,,,27514,265,,2009-01-26T22:41:17Z,True,es,es
1244051645119344640,2548168922,2020-03-29T00:00:00Z,imssjalcontigo,"#PrevenciónCoronavirus | ¿Sabías que al estornudar o toser los virus alcanzan una velocidad de hasta 60 km/h 😱? 

Utiliza esta técnica para evitar propagar #EnfermedadesRespiratorias como la causada por el #Coronavirus #COVID19 https://t.co/T29UEdMTCa",TweetDeck,,,,False,False,1530,0,,,,3869,634,,2014-06-05T13:46:44Z,False,es,es
1244051646939664384,38277042,2020-03-29T00:00:00Z,889Noticias,El Secretario Nacional de la @ONU_es anunció la donación de 250 mil máscaras protectoras a #NuevaYork la ciudad más afectada con casos de #COVID19 en #EstadosUnidos   AZ,TweetDeck,,,,False,False,476,1,,,,262891,164,,2009-05-06T21:09:11Z,True,es,es
1244051646738386945,37276661,2020-03-29T00:00:00Z,SomosLJA,"#LoMásVistoEnLJA | TREINTAÑEROS Y VEINTEAÑEROS ENCABEZAN CONTAGIO POR #COVID19 VAN 3 BEBÉS

https://t.co/t3NrNkbJAF

Vía @emeequis",TweetDeck,,,,False,False,2307,0,,,,20129,927,,2009-05-02T20:35:21Z,False,es,es
1244051647602364416,2353766742,2020-03-29T00:00:00Z,DeportePue,"Los ojos, la boca y la nariz son puntos de entrada para el #COVID19, evita el autocontacto en estas partes del cuerpo y lava constantemente tus manos con agua y jabón o algún desinfectante a base de alcohol.

#PrevenciónCoronavirus https://t.co/HHvIszUIqS",Twitter Web App,,,,False,False,997,0,,,,6544,462,,2014-02-20T20:44:54Z,False,es,es
1244051647472365568,142459534,2020-03-29T00:00:00Z,RaulOrvananos,"La @juventusfc anunció que sus jugadores y su DT Maurizio Sarri aceptaron recortar sus salarios desde marzo hasta junio, tras la suspensión de la #SerieA hasta -por lo menos- el 3 de abril por el #COVID19

Si el torneo alarga, lo jugadores recibirían pagos por esos meses extra https://t.co/T598WUsXWI",TweetDeck,,,,False,False,216,1,,,,999156,307,,2010-05-10T23:25:35Z,True,es,es
1244051647250104320,60989762,2020-03-29T00:00:00Z,MinjusDH_Peru,"¡Continuando el trabajo preventivo! En todo el país, el @INPEgob realiza acciones de prevención, limpieza y desinfección  para garantizar la salud de los internos y trabajadores penitenciarios ante el #COVID19. #ElPerúEstáEnNuestrasManos https://t.co/cefNbwS2nb",Twitter Media Studio,,,,False,False,7120,6,,,,233439,826,,2009-07-28T19:03:33Z,True,es,es
